"YYYYMM","GAS.PRD.GRS","GAS.PRD.NET","GAS.IMP","GAS.IMP.PRV","GAS.CON.PWR","GAS.CON.CGD","GAS.CON.REF","GAS.CON.INT","GAS.CON.TEA","GAS.CON.IND","GAS.CON.MFG","GAS.CON.OTH","GAS.CON.FRT","GAS.CON.PET","GAS.CON.SHR","GAS.CON.IRN","GAS.CON.TOT"
202212,2951.047713,2887.603928,2135.759411,2266,674.558637,1001.992234,295.433609,150.004028,6.519236,108.634853,10.500000,679.231449,1607.587962,187.357072,81.362205,69.425523,4872.606809
202301,2974.840601,2913.137474,1909.478622,2266,656.986208,990.816016,305.114662,151.832695,0.884137,84.396223,21.432191,674.055128,1676.918425,172.646188,84.688408,85.944473,4905.714755
202302,2651.389860,2595.175824,1834.431343,2253,592.045142,962.414072,276.942494,132.211224,0.831015,51.862120,24.279190,546.486363,1605.329571,154.855280,74.687412,85.870000,4507.813883
202303,2956.060806,2889.186839,2549.662189,2237,651.183409,1096.800695,314.530573,164.184051,11.437947,72.948792,20.077880,667.156417,1652.792503,247.629975,80.578031,96.742000,5076.062273
202304,2744.587030,2670.784550,2514.333972,2213,732.305863,1039.872604,335.624505,160.263040,11.114605,53.417730,15.317758,629.705937,1610.296960,255.666667,82.291496,94.980000,5020.857165
202305,2909.360140,2838.038926,2853.980174,2228,787.371648,1108.483876,472.989189,171.480566,16.696464,55.094221,11.221515,652.274464,1778.524810,247.522444,80.156661,86.050000,5467.865859
202306,2909.604981,2843.901562,2379.631385,2221,828.779095,1044.615135,432.590379,155.513166,14.121892,75.461766,12.910000,833.427648,1613.396970,168.675161,82.546612,104.518159,5366.555984
202307,3123.064752,3063.096604,2354.930934,2234,722.311161,1103.947457,492.626738,158.773476,19.185528,68.743608,15.950000,912.885044,1665.902721,218.963165,88.182262,99.631830,5567.102989
202308,3165.613891,3111.470751,2729.438600,2234,978.578378,1118.000220,518.323171,158.331664,18.600244,133.005916,23.689535,995.159979,1774.835820,224.456969,81.731048,108.965673,6133.678617
202309,3026.610764,2976.006564,2583.993934,2278,822.151925,1088.608495,478.092573,156.535083,15.711994,81.092619,36.240997,954.206331,1767.408891,206.103034,80.910045,92.265916,5779.327902
202310,3161.069471,3110.729547,2653.421667,2337,877.197066,1177.110609,493.747969,162.752620,19.318877,112.968308,39.630000,960.230712,1893.906437,227.302786,83.055412,93.073638,6140.294433
202311,3041.212035,2991.295683,2416.366748,2337,562.521046,1092.355769,466.608518,158.543273,14.803868,84.717909,42.050000,987.517948,1829.299236,210.454443,81.560065,91.674516,5622.106592
202312,3132.384386,3078.349520,2557.047305,2393,632.060015,1181.853697,470.205299,163.400844,6.271560,85.251746,40.040000,1024.162569,1864.988618,242.429420,83.831643,92.670000,5887.165412
202401,3139.191503,3073.732678,2831.173611,2410,755.013055,1162.453072,486.685441,162.443510,0.480369,84.877561,42.570523,1035.128925,1916.240329,228.736143,89.157882,93.970165,6057.756975
202402,2946.706723,2887.161270,2521.534322,2445,705.494931,1136.196945,549.747087,153.185491,0.549871,87.033511,81.038255,949.184615,1609.448614,204.687155,81.099872,92.426475,5650.092819
202403,3138.477348,3072.365055,2521.534322,2522,677.914949,1237.792308,638.640700,162.549075,4.885860,124.047370,51.094758,1003.717024,1722.013988,231.716662,86.690549,126.634234,6067.697478
202404,2958.470843,2907.460859,2499.456243,2608,,,,,,,,,,,,,
202405,3104.663926,3058.507839,3516.383002,2649.600000,,,,,,,,,,,,,
202406,2992.551461,2945.280342,3460.443445,2648,,,,,,,,,,,,,
202407,3079.409277,3029.630210,3688.974247,2704,,,,,,,,,,,,,
202408,3048.234193,2998.867806,2904.798496,2794,,,,,,,,,,,,,
202409,2977,2936,2905,2905,,,,,,,,,,,,,
202410,3111,3073,2932,2932,,,,,,,,,,,,,
202411,2972,2936,2941,2941,,,,,,,,,,,,,
202412,3066,3026,3022,3022,,,,,,,,,,,,,
202501,3066,3025,3047,3047,,,,,,,,,,,,,
202502,2749,2712,3077,3077,,,,,,,,,,,,,
202503,2988,2947,3044,3044,,,,,,,,,,,,,
202504,2908.247947,2870.222109,2976.692133,3031,824.174070,1281.125391,390.567065,149.661231,11.088649,79.032827,129.832309,783.215462,1443.289521,296.981784,55.132114,65.722449,5509.822871
