"Date (dd/mm/yyyy)","Petrol: Delhi (Rs./litre)","Petrol: Mumbai (Rs./litre)","Petrol: Chennai (Rs./litre)","Petrol: Kolkata (Rs./litre)","Diesel: Delhi (Rs./litre)","Diesel: Mumbai (Rs./litre)","Diesel: Chennai (Rs./litre)","Diesel: Kolkata (Rs./litre)"
"14/12/2018",70.290000,75.910000,72.940000,72.380000,64.570000,67.580000,68.180000,66.330000
"15/12/2018",70.340000,75.960000,72.990000,72.430000,64.500000,67.500000,68.100000,66.260000
"16/12/2018",70.340000,75.960000,72.990000,72.430000,64.380000,67.380000,67.970000,66.140000
"17/12/2018",70.530000,76.150000,73.190000,72.620000,64.470000,67.470000,68.070000,66.230000
"18/12/2018",70.630000,76.250000,73.290000,72.710000,64.540000,67.550000,68.140000,66.300000
"19/12/2018",70.630000,76.250000,73.290000,72.710000,64.540000,67.550000,68.140000,66.300000
"20/12/2018",70.630000,76.250000,73.290000,72.710000,64.540000,67.550000,68.140000,66.300000
"21/12/2018",70.460000,76.080000,73.110000,72.550000,64.390000,67.390000,67.980000,66.150000
"22/12/2018",70.270000,75.890000,72.910000,72.360000,64.190000,67.170000,67.770000,65.950000
"23/12/2018",70.070000,75.690000,72.700000,72.160000,64.010000,66.980000,67.580000,65.770000
"24/12/2018",69.860000,75.480000,72.480000,71.960000,63.830000,66.790000,67.380000,65.590000
"25/12/2018",69.790000,75.410000,72.410000,71.890000,63.830000,66.790000,67.380000,65.590000
"26/12/2018",69.790000,75.410000,72.410000,71.890000,63.830000,66.790000,67.380000,65.590000
"27/12/2018",69.740000,75.360000,72.360000,71.840000,63.760000,66.720000,67.310000,65.510000
"28/12/2018",69.550000,75.180000,72.160000,71.650000,63.620000,66.570000,67.160000,65.370000
"29/12/2018",69.260000,74.890000,71.850000,71.370000,63.320000,66.250000,66.840000,65.070000
"30/12/2018",69.040000,74.670000,71.620000,71.150000,63.090000,66.010000,66.590000,64.840000
"31/12/2018",68.840000,74.470000,71.410000,70.960000,62.860000,65.760000,66.350000,64.610000
"01/01/2019",68.650000,74.300000,71.220000,70.780000,62.660000,65.560000,66.140000,64.420000
"02/01/2019",68.650000,74.300000,71.220000,70.780000,62.660000,65.560000,66.140000,64.420000
"03/01/2019",68.650000,74.300000,71.220000,70.780000,62.660000,65.560000,66.140000,64.420000
"04/01/2019",68.440000,74.100000,71.010000,70.580000,62.440000,65.340000,65.910000,64.210000
"05/01/2019",68.290000,73.950000,70.850000,70.430000,62.260000,65.140000,65.720000,64.030000
"06/01/2019",68.290000,73.950000,70.850000,70.430000,62.160000,65.040000,65.620000,63.930000
"07/01/2019",68.500000,74.160000,71.070000,70.640000,62.240000,65.120000,65.700000,64.010000
"08/01/2019",68.500000,74.160000,71.070000,70.640000,62.240000,65.120000,65.700000,64.010000
"09/01/2019",68.500000,74.160000,71.070000,70.640000,62.240000,65.120000,65.700000,64.010000
"10/01/2019",68.880000,74.530000,71.470000,71.010000,62.530000,65.430000,66.010000,64.300000
"11/01/2019",69.070000,74.720000,71.670000,71.200000,62.810000,65.730000,66.310000,64.580000
"12/01/2019",69.260000,74.910000,71.870000,71.390000,63.100000,66.040000,66.620000,64.870000
"13/01/2019",69.750000,75.390000,72.390000,71.870000,63.690000,66.660000,67.250000,65.460000
"14/01/2019",70.130000,75.770000,72.790000,72.240000,64.180000,67.180000,67.780000,65.950000
"15/01/2019",70.410000,76.050000,73.080000,72.520000,64.470000,67.490000,68.090000,66.240000
"16/01/2019",70.330000,75.970000,73,72.440000,64.590000,67.620000,68.220000,66.360000
"17/01/2019",70.470000,76.110000,73.150000,72.580000,64.780000,67.820000,68.420000,66.550000
"18/01/2019",70.550000,76.180000,73.230000,72.650000,64.970000,68.020000,68.620000,66.740000
"19/01/2019",70.720000,76.350000,73.410000,72.820000,65.160000,68.220000,68.830000,66.930000
"20/01/2019",70.950000,76.580000,73.650000,73.050000,65.450000,68.530000,69.140000,67.230000
"21/01/2019",71.140000,76.770000,73.850000,73.230000,65.710000,68.810000,69.410000,67.490000
"22/01/2019",71.270000,76.900000,73.990000,73.360000,65.900000,69.010000,69.620000,67.680000
"23/01/2019",71.270000,76.900000,73.990000,73.360000,65.900000,69.010000,69.620000,67.680000
"24/01/2019",71.270000,76.900000,73.990000,73.360000,65.900000,69.010000,69.620000,67.680000
"25/01/2019",71.270000,76.900000,73.990000,73.360000,66,69.110000,69.720000,67.780000
"26/01/2019",71.270000,76.900000,73.990000,73.360000,66,69.110000,69.720000,67.780000
"27/01/2019",71.270000,76.900000,73.990000,73.360000,66,69.110000,69.720000,67.780000
"28/01/2019",71.270000,76.900000,73.990000,73.360000,66,69.110000,69.720000,67.780000
"29/01/2019",71.190000,76.820000,73.900000,73.280000,65.890000,69,69.610000,67.670000
"30/01/2019",71.190000,76.820000,73.900000,73.280000,65.890000,69,69.610000,67.670000
"31/01/2019",71.090000,76.720000,73.800000,73.180000,65.810000,68.910000,69.520000,67.590000
"01/02/2019",70.940000,76.570000,73.640000,73.040000,65.710000,68.810000,69.410000,67.490000
"02/02/2019",70.840000,76.470000,73.540000,72.940000,65.710000,68.810000,69.410000,67.490000
"03/02/2019",70.740000,76.370000,73.430000,72.840000,65.710000,68.810000,69.410000,67.490000
"04/02/2019",70.590000,76.220000,73.270000,72.700000,65.610000,68.700000,69.310000,67.390000
"05/02/2019",70.440000,76.080000,73.110000,72.550000,65.510000,68.590000,69.200000,67.290000
"06/02/2019",70.440000,76.080000,73.110000,72.550000,65.510000,68.590000,69.200000,67.290000
"07/02/2019",70.440000,76.080000,73.110000,72.550000,65.560000,68.650000,69.250000,67.340000
"08/02/2019",70.380000,76.020000,73.050000,72.490000,65.560000,68.650000,69.250000,67.340000
"09/02/2019",70.280000,75.920000,72.950000,72.390000,65.560000,68.650000,69.250000,67.340000
"10/02/2019",70.280000,75.920000,72.950000,72.390000,65.560000,68.650000,69.250000,67.340000
"11/02/2019",70.330000,75.970000,73,72.440000,65.620000,68.710000,69.320000,67.400000
"12/02/2019",70.330000,75.970000,73,72.440000,65.620000,68.710000,69.320000,67.400000
"13/02/2019",70.330000,75.970000,73,72.440000,65.620000,68.710000,69.320000,67.400000
"14/02/2019",70.390000,76.030000,73.060000,72.500000,65.670000,68.760000,69.370000,67.450000
"15/02/2019",70.460000,76.100000,73.140000,72.570000,65.730000,68.830000,69.440000,67.510000
"16/02/2019",70.600000,76.230000,73.280000,72.710000,65.860000,68.970000,69.570000,67.640000
"17/02/2019",70.760000,76.390000,73.450000,72.860000,65.980000,69.090000,69.700000,67.760000
"18/02/2019",70.910000,76.540000,73.610000,73.010000,66.110000,69.230000,69.840000,67.890000
"19/02/2019",71,76.640000,73.720000,73.110000,66.170000,69.300000,69.910000,67.950000
"20/02/2019",71,76.640000,73.720000,73.110000,66.170000,69.300000,69.910000,67.950000
"21/02/2019",71.150000,76.790000,73.870000,73.250000,66.330000,69.470000,70.090000,68.120000
"22/02/2019",71.290000,76.930000,74.020000,73.390000,66.480000,69.630000,70.250000,68.270000
"23/02/2019",71.350000,76.990000,74.080000,73.450000,66.550000,69.710000,70.320000,68.340000
"24/02/2019",71.420000,77.060000,74.160000,73.520000,66.640000,69.800000,70.420000,68.430000
"25/02/2019",71.570000,77.200000,74.320000,73.670000,66.800000,69.970000,70.590000,68.590000
"26/02/2019",71.660000,77.290000,74.410000,73.760000,66.920000,70.100000,70.720000,68.710000
"27/02/2019",71.660000,77.290000,74.410000,73.760000,66.920000,70.100000,70.720000,68.710000
"28/02/2019",71.730000,77.360000,74.480000,73.820000,67,70.180000,70.800000,68.790000
"01/03/2019",71.810000,77.440000,74.570000,73.900000,67.120000,70.310000,70.930000,68.910000
"02/03/2019",71.940000,77.570000,74.710000,74.030000,67.270000,70.470000,71.090000,69.060000
"03/03/2019",72.070000,77.700000,74.840000,74.160000,67.410000,70.620000,71.240000,69.200000
"04/03/2019",72.170000,77.800000,74.950000,74.260000,67.540000,70.760000,71.380000,69.330000
"05/03/2019",72.240000,77.870000,75.020000,74.330000,67.640000,70.860000,71.490000,69.430000
"06/03/2019",72.240000,77.870000,75.020000,74.330000,67.640000,70.860000,71.490000,69.430000
"07/03/2019",72.240000,77.870000,75.020000,74.330000,67.640000,70.860000,71.490000,69.430000
"08/03/2019",72.240000,77.870000,75.020000,74.330000,67.540000,70.760000,71.380000,69.330000
"09/03/2019",72.310000,77.940000,75.090000,74.390000,67.540000,70.760000,71.380000,69.330000
"10/03/2019",72.400000,78.030000,75.190000,74.480000,67.540000,70.760000,71.380000,69.330000
"11/03/2019",72.460000,78.090000,75.250000,74.540000,67.440000,70.650000,71.270000,69.230000
"12/03/2019",72.410000,78.040000,75.200000,74.490000,67.370000,70.580000,71.200000,69.160000
"13/03/2019",72.410000,78.040000,75.200000,74.490000,67.370000,70.580000,71.200000,69.160000
"14/03/2019",72.480000,78.100000,75.270000,74.560000,67.320000,70.520000,71.150000,69.110000
"15/03/2019",72.550000,78.170000,75.350000,74.630000,67.220000,70.420000,71.040000,69.010000
"16/03/2019",72.630000,78.250000,75.430000,74.710000,67.150000,70.340000,70.960000,68.940000
"17/03/2019",72.710000,78.330000,75.520000,74.790000,67.060000,70.250000,70.870000,68.850000
"18/03/2019",72.780000,78.400000,75.590000,74.860000,66.910000,70.090000,70.710000,68.700000
"19/03/2019",72.780000,78.400000,75.590000,74.860000,66.800000,69.970000,70.590000,68.590000
"20/03/2019",72.780000,78.400000,75.590000,74.860000,66.800000,69.970000,70.590000,68.590000
"21/03/2019",72.710000,78.330000,75.520000,74.790000,66.720000,69.890000,70.500000,68.510000
"22/03/2019",72.760000,78.380000,75.570000,74.840000,66.650000,69.810000,70.430000,68.440000
"23/03/2019",72.810000,78.430000,75.620000,74.890000,66.600000,69.760000,70.370000,68.390000
"24/03/2019",72.860000,78.480000,75.670000,74.930000,66.600000,69.760000,70.370000,68.390000
"25/03/2019",72.860000,78.480000,75.670000,74.930000,66.490000,69.640000,70.260000,68.280000
"26/03/2019",72.860000,78.480000,75.670000,74.930000,66.490000,69.640000,70.260000,68.280000
"27/03/2019",72.860000,78.480000,75.670000,74.930000,66.490000,69.640000,70.260000,68.280000
"28/03/2019",72.810000,78.430000,75.620000,74.890000,66.390000,69.540000,70.150000,68.180000
"29/03/2019",72.810000,78.430000,75.620000,74.890000,66.300000,69.440000,70.050000,68.080000
"30/03/2019",72.860000,78.480000,75.670000,74.930000,66.220000,69.360000,69.970000,68
"31/03/2019",72.860000,78.480000,75.670000,74.930000,66.140000,69.270000,69.880000,67.920000
"01/04/2019",72.860000,78.430000,75.620000,74.880000,66.090000,69.170000,69.780000,67.830000
"02/04/2019",72.860000,78.430000,75.620000,74.880000,66.090000,69.170000,69.780000,67.830000
"03/04/2019",72.860000,78.430000,75.620000,74.880000,66.090000,69.170000,69.780000,67.830000
"04/04/2019",72.860000,78.430000,75.620000,74.880000,66.140000,69.220000,69.830000,67.880000
"05/04/2019",72.910000,78.480000,75.670000,74.930000,66.140000,69.220000,69.830000,67.880000
"06/04/2019",72.910000,78.480000,75.670000,74.930000,66.190000,69.270000,69.890000,67.930000
"07/04/2019",72.850000,78.420000,75.610000,74.870000,66.110000,69.190000,69.800000,67.850000
"08/04/2019",72.850000,78.420000,75.610000,74.870000,66.110000,69.190000,69.800000,67.850000
"09/04/2019",72.800000,78.370000,75.560000,74.820000,66.110000,69.190000,69.800000,67.850000
"10/04/2019",72.800000,78.370000,75.560000,74.820000,66.110000,69.190000,69.800000,67.850000
"11/04/2019",72.800000,78.370000,75.560000,74.820000,66.110000,69.190000,69.800000,67.850000
"12/04/2019",72.860000,78.430000,75.620000,74.880000,66.190000,69.270000,69.890000,67.930000
"13/04/2019",72.860000,78.430000,75.620000,74.880000,66.190000,69.270000,69.890000,67.930000
"14/04/2019",72.920000,78.490000,75.680000,74.940000,66.260000,69.350000,69.960000,68
"15/04/2019",72.980000,78.550000,75.750000,75,66.260000,69.350000,69.960000,68
"16/04/2019",72.930000,78.500000,75.690000,74.950000,66.310000,69.400000,70.010000,68.050000
"17/04/2019",72.930000,78.500000,75.690000,74.950000,66.310000,69.400000,70.010000,68.050000
"18/04/2019",72.930000,78.500000,75.690000,74.950000,66.310000,69.400000,70.010000,68.050000
"19/04/2019",73,78.570000,75.770000,75.020000,66.310000,69.400000,70.010000,68.050000
"20/04/2019",73,78.570000,75.770000,75.020000,66.390000,69.490000,70.100000,68.130000
"21/04/2019",72.950000,78.520000,75.710000,74.970000,66.460000,69.560000,70.170000,68.200000
"22/04/2019",72.950000,78.520000,75.710000,74.970000,66.460000,69.560000,70.170000,68.200000
"23/04/2019",72.950000,78.520000,75.710000,74.970000,66.460000,69.560000,70.170000,68.200000
"24/04/2019",72.950000,78.520000,75.710000,74.970000,66.460000,69.560000,70.170000,68.200000
"25/04/2019",73.020000,78.590000,75.790000,75.040000,66.540000,69.650000,70.260000,68.280000
"26/04/2019",73.020000,78.590000,75.790000,75.040000,66.610000,69.720000,70.340000,68.350000
"27/04/2019",73.080000,78.650000,75.850000,75.100000,66.610000,69.720000,70.340000,68.350000
"28/04/2019",73.080000,78.650000,75.850000,75.100000,66.610000,69.720000,70.340000,68.350000
"29/04/2019",73.080000,78.650000,75.850000,75.100000,66.660000,69.770000,70.390000,68.400000
"30/04/2019",73.130000,78.700000,75.900000,75.150000,66.710000,69.830000,70.440000,68.450000
"01/05/2019",73.130000,78.700000,75.900000,75.150000,66.710000,69.830000,70.440000,68.450000
"02/05/2019",73.070000,78.640000,75.840000,75.080000,66.660000,69.770000,70.390000,68.390000
"03/05/2019",73.070000,78.640000,75.840000,75.080000,66.660000,69.770000,70.390000,68.390000
"04/05/2019",73.130000,78.710000,75.920000,75.150000,66.710000,69.860000,70.480000,68.450000
"05/05/2019",73.070000,78.660000,75.870000,75.110000,66.660000,69.810000,70.430000,68.400000
"06/05/2019",73,78.590000,75.790000,75.040000,66.660000,69.810000,70.430000,68.400000
"07/05/2019",73,78.590000,75.790000,75.040000,66.660000,69.810000,70.430000,68.400000
"08/05/2019",73,78.590000,75.790000,75.040000,66.660000,69.810000,70.430000,68.400000
"09/05/2019",72.840000,78.440000,75.630000,74.880000,66.560000,69.740000,70.360000,68.320000
"10/05/2019",72.630000,78.230000,75.400000,74.680000,66.470000,69.650000,70.260000,68.230000
"11/05/2019",72.150000,77.750000,74.900000,74.210000,66.280000,69.450000,70.060000,68.040000
"12/05/2019",71.730000,77.340000,74.460000,73.790000,66.110000,69.270000,69.880000,67.860000
"13/05/2019",71.430000,77.040000,74.140000,73.500000,65.980000,69.130000,69.740000,67.730000
"14/05/2019",71.180000,76.790000,73.880000,73.250000,65.860000,69,69.610000,67.610000
"15/05/2019",71.180000,76.790000,73.880000,73.250000,65.860000,69,69.610000,67.610000
"16/05/2019",71.180000,76.790000,73.880000,73.250000,65.910000,69.050000,69.660000,67.660000
"17/05/2019",71.100000,76.710000,73.790000,73.170000,65.960000,69.110000,69.720000,67.710000
"18/05/2019",71.030000,76.640000,73.720000,73.110000,65.960000,69.110000,69.720000,67.710000
"19/05/2019",71.030000,76.640000,73.720000,73.110000,65.960000,69.110000,69.720000,67.710000
"20/05/2019",71.120000,76.730000,73.820000,73.190000,66.110000,69.270000,69.880000,67.860000
"21/05/2019",71.170000,76.780000,73.870000,73.240000,66.200000,69.360000,69.970000,67.960000
"22/05/2019",71.170000,76.780000,73.870000,73.240000,66.200000,69.360000,69.970000,67.960000
"23/05/2019",71.250000,76.860000,73.950000,73.320000,66.290000,69.460000,70.070000,68.050000
"24/05/2019",71.390000,77,74.100000,73.460000,66.450000,69.630000,70.240000,68.210000
"25/05/2019",71.530000,77.140000,74.250000,73.600000,66.570000,69.750000,70.370000,68.330000
"26/05/2019",71.670000,77.280000,74.390000,73.730000,66.640000,69.830000,70.450000,68.400000
"27/05/2019",71.770000,77.380000,74.500000,73.830000,66.640000,69.830000,70.450000,68.400000
"28/05/2019",71.860000,77.470000,74.590000,73.920000,66.690000,69.880000,70.500000,68.450000
"29/05/2019",71.860000,77.470000,74.590000,73.920000,66.690000,69.880000,70.500000,68.450000
"30/05/2019",71.800000,77.410000,74.530000,73.860000,66.630000,69.820000,70.430000,68.390000
"31/05/2019",71.730000,77.340000,74.460000,73.790000,66.510000,69.690000,70.310000,68.270000
"01/06/2019",71.620000,77.280000,74.390000,73.740000,66.360000,69.580000,70.190000,68.210000
"02/06/2019",71.500000,77.160000,74.270000,73.710000,66.160000,69.370000,69.980000,68.060000
"03/06/2019",71.300000,76.980000,74.080000,73.540000,65.760000,68.970000,69.580000,67.680000
"04/06/2019",71.230000,76.910000,74.010000,73.470000,65.560000,68.760000,69.360000,67.480000
"05/06/2019",71.230000,76.910000,74.010000,73.470000,65.560000,68.760000,69.360000,67.480000
"06/06/2019",71.070000,76.760000,73.840000,73.310000,65.220000,68.390000,69,67.140000
"07/06/2019",70.940000,76.630000,73.700000,73.190000,64.900000,68.060000,68.660000,66.820000
"08/06/2019",70.720000,76.410000,73.470000,72.970000,64.650000,67.790000,68.390000,66.570000
"09/06/2019",70.560000,76.250000,73.300000,72.810000,64.500000,67.630000,68.230000,66.420000
"10/06/2019",70.430000,76.120000,73.170000,72.680000,64.390000,67.510000,68.110000,66.310000
"11/06/2019",70.430000,76.120000,73.170000,72.680000,64.390000,67.510000,68.110000,66.310000
"12/06/2019",70.430000,76.120000,73.170000,72.680000,64.390000,67.510000,68.110000,66.310000
"13/06/2019",70.350000,76.040000,73.080000,72.610000,64.330000,67.450000,68.050000,66.250000
"14/06/2019",70.180000,75.880000,72.900000,72.440000,64.170000,67.280000,67.880000,66.090000
"15/06/2019",69.990000,75.690000,72.700000,72.250000,63.930000,67.030000,67.620000,65.850000
"16/06/2019",69.930000,75.630000,72.640000,72.190000,63.840000,66.930000,67.520000,65.760000
"17/06/2019",69.930000,75.630000,72.640000,72.190000,63.840000,66.930000,67.520000,65.760000
"18/06/2019",69.930000,75.630000,72.640000,72.190000,63.840000,66.930000,67.520000,65.760000
"19/06/2019",69.930000,75.630000,72.640000,72.190000,63.840000,66.930000,67.520000,65.760000
"20/06/2019",69.930000,75.630000,72.640000,72.190000,63.780000,66.870000,67.460000,65.700000
"21/06/2019",69.930000,75.630000,72.640000,72.190000,63.780000,66.870000,67.460000,65.700000
"22/06/2019",69.930000,75.630000,72.640000,72.190000,63.780000,66.870000,67.460000,65.700000
"23/06/2019",69.980000,75.680000,72.690000,72.240000,63.840000,66.930000,67.520000,65.760000
"24/06/2019",70.050000,75.750000,72.770000,72.310000,63.900000,66.990000,67.590000,65.820000
"25/06/2019",70.050000,75.750000,72.770000,72.310000,63.900000,66.990000,67.590000,65.820000
"26/06/2019",70.050000,75.750000,72.770000,72.310000,63.900000,66.990000,67.590000,65.820000
"27/06/2019",70.120000,75.820000,72.840000,72.380000,63.950000,67.050000,67.640000,65.870000
"28/06/2019",70.170000,75.870000,72.890000,72.430000,64.010000,67.110000,67.700000,65.930000
"29/06/2019",70.280000,75.970000,73.010000,72.540000,64.110000,67.220000,67.810000,66.030000
"30/06/2019",70.370000,76.060000,73.100000,72.630000,64.190000,67.300000,67.900000,66.110000
"01/07/2019",70.440000,76.110000,73.150000,72.670000,64.270000,67.360000,67.960000,66.160000
"02/07/2019",70.510000,76.150000,73.190000,72.750000,64.330000,67.400000,67.960000,66.230000
"03/07/2019",70.510000,76.150000,73.190000,72.750000,64.330000,67.400000,67.960000,66.230000
"04/07/2019",70.510000,76.150000,73.190000,72.750000,64.330000,67.400000,67.960000,66.230000
"05/07/2019",70.510000,76.150000,73.190000,72.750000,64.330000,67.400000,67.960000,66.230000
"06/07/2019",72.960000,78.570000,75.760000,75.150000,66.690000,69.900000,70.480000,68.590000
"07/07/2019",72.960000,78.570000,75.760000,75.150000,66.690000,69.900000,70.480000,68.590000
"08/07/2019",72.960000,78.570000,75.760000,75.150000,66.590000,69.800000,70.340000,68.540000
"09/07/2019",72.900000,78.520000,75.700000,75.120000,66.490000,69.690000,70.230000,68.480000
"10/07/2019",72.900000,78.520000,75.700000,75.120000,66.490000,69.690000,70.230000,68.480000
"11/07/2019",72.900000,78.520000,75.700000,75.120000,66.340000,69.530000,70.070000,68.370000
"12/07/2019",72.900000,78.520000,75.700000,75.120000,66.240000,69.430000,69.960000,68.310000
"13/07/2019",72.990000,78.610000,75.800000,75.250000,66.240000,69.430000,69.960000,68.310000
"14/07/2019",73.080000,78.690000,75.890000,75.380000,66.240000,69.430000,69.960000,68.310000
"15/07/2019",73.210000,78.820000,76.030000,75.550000,66.240000,69.430000,69.960000,68.310000
"16/07/2019",73.270000,78.880000,76.090000,75.650000,66.240000,69.430000,69.960000,68.310000
"17/07/2019",73.270000,78.880000,76.090000,75.650000,66.240000,69.430000,69.960000,68.310000
"18/07/2019",73.350000,78.960000,76.180000,75.770000,66.240000,69.430000,69.960000,68.310000
"19/07/2019",73.350000,78.960000,76.180000,75.770000,66.240000,69.430000,69.960000,68.310000
"20/07/2019",73.350000,78.960000,76.180000,75.770000,66.240000,69.430000,69.960000,68.310000
"21/07/2019",73.350000,78.960000,76.180000,75.770000,66.240000,69.430000,69.960000,68.310000
"22/07/2019",73.350000,78.960000,76.180000,75.770000,66.240000,69.430000,69.960000,68.310000
"23/07/2019",73.410000,79.020000,76.240000,75.870000,66.240000,69.430000,69.960000,68.310000
"24/07/2019",73.410000,79.020000,76.240000,75.870000,66.240000,69.430000,69.960000,68.310000
"25/07/2019",73.350000,78.960000,76.180000,75.850000,66.180000,69.360000,69.900000,68.290000
"26/07/2019",73.290000,78.900000,76.110000,75.830000,66.180000,69.360000,69.900000,68.290000
"27/07/2019",73.240000,78.850000,76.060000,75.810000,66.180000,69.360000,69.900000,68.290000
"28/07/2019",73.140000,78.750000,75.960000,75.750000,66.180000,69.360000,69.900000,68.290000
"29/07/2019",72.990000,78.610000,75.800000,75.630000,66.070000,69.250000,69.780000,68.220000
"30/07/2019",72.860000,78.480000,75.660000,75.500000,66,69.170000,69.710000,68.190000
"31/07/2019",72.860000,78.480000,75.660000,75.500000,66,69.170000,69.710000,68.190000
"01/08/2019",72.800000,78.420000,75.600000,75.440000,66,69.170000,69.710000,68.190000
"02/08/2019",72.690000,78.340000,75.520000,75.370000,66,69.170000,69.710000,68.190000
"03/08/2019",72.620000,78.270000,75.440000,75.300000,66,69.170000,69.710000,68.190000
"04/08/2019",72.520000,78.170000,75.340000,75.210000,65.940000,69.110000,69.640000,68.170000
"05/08/2019",72.370000,78.020000,75.180000,75.060000,65.940000,69.110000,69.640000,68.170000
"06/08/2019",72.280000,77.930000,75.080000,74.970000,65.940000,69.110000,69.640000,68.170000
"07/08/2019",72.280000,77.930000,75.080000,74.970000,65.940000,69.110000,69.640000,68.170000
"08/08/2019",72.230000,77.890000,75.030000,74.920000,65.880000,69.060000,69.590000,68.150000
"09/08/2019",72.080000,77.740000,74.870000,74.780000,65.750000,68.940000,69.470000,68.080000
"10/08/2019",72.080000,77.740000,74.870000,74.780000,65.640000,68.820000,69.350000,68.010000
"11/08/2019",71.990000,77.650000,74.780000,74.690000,65.490000,68.660000,69.190000,67.870000
"12/08/2019",71.990000,77.650000,74.780000,74.690000,65.430000,68.600000,69.130000,67.810000
"13/08/2019",71.990000,77.650000,74.780000,74.690000,65.430000,68.600000,69.130000,67.810000
"14/08/2019",71.990000,77.650000,74.780000,74.690000,65.430000,68.600000,69.130000,67.810000
"15/08/2019",71.990000,77.650000,74.780000,74.690000,65.430000,68.600000,69.130000,67.810000
"16/08/2019",71.990000,77.650000,74.780000,74.690000,65.430000,68.600000,69.130000,67.810000
"17/08/2019",71.990000,77.650000,74.780000,74.690000,65.380000,68.550000,69.080000,67.760000
"18/08/2019",71.910000,77.570000,74.690000,74.610000,65.260000,68.420000,68.950000,67.640000
"19/08/2019",71.840000,77.500000,74.620000,74.540000,65.180000,68.330000,68.860000,67.560000
"20/08/2019",71.840000,77.500000,74.620000,74.540000,65.110000,68.260000,68.790000,67.490000
"21/08/2019",71.840000,77.500000,74.620000,74.540000,65.110000,68.260000,68.790000,67.490000
"22/08/2019",71.840000,77.500000,74.620000,74.540000,65.110000,68.260000,68.790000,67.490000
"23/08/2019",71.840000,77.500000,74.620000,74.540000,65.110000,68.260000,68.790000,67.490000
"24/08/2019",71.920000,77.580000,74.700000,74.620000,65.160000,68.310000,68.840000,67.540000
"25/08/2019",71.990000,77.650000,74.780000,74.690000,65.260000,68.420000,68.950000,67.640000
"26/08/2019",72.070000,77.730000,74.860000,74.770000,65.350000,68.510000,69.040000,67.730000
"27/08/2019",72.070000,77.730000,74.860000,74.770000,65.350000,68.510000,69.040000,67.730000
"28/08/2019",72.070000,77.730000,74.860000,74.770000,65.350000,68.510000,69.040000,67.730000
"29/08/2019",72.010000,77.670000,74.800000,74.710000,65.300000,68.460000,68.990000,67.680000
"30/08/2019",72.010000,77.670000,74.800000,74.710000,65.250000,68.410000,68.940000,67.630000
"31/08/2019",72.010000,77.670000,74.800000,74.710000,65.250000,68.410000,68.940000,67.630000
"01/09/2019",72.010000,77.670000,74.800000,74.710000,65.250000,68.410000,68.940000,67.630000
"02/09/2019",72.010000,77.670000,74.800000,74.710000,65.250000,68.410000,68.940000,67.630000
"03/09/2019",72.010000,77.670000,74.800000,74.710000,65.250000,68.410000,68.940000,67.630000
"04/09/2019",72.010000,77.670000,74.800000,74.710000,65.250000,68.410000,68.940000,67.630000
"05/09/2019",71.950000,77.620000,74.750000,74.660000,65.200000,68.360000,68.890000,67.590000
"06/09/2019",71.860000,77.540000,74.660000,74.580000,65.140000,68.310000,68.840000,67.540000
"07/09/2019",71.770000,77.460000,74.570000,74.500000,65.090000,68.260000,68.790000,67.500000
"08/09/2019",71.710000,77.400000,74.510000,74.440000,65.090000,68.260000,68.790000,67.500000
"09/09/2019",71.710000,77.400000,74.510000,74.440000,65.090000,68.260000,68.790000,67.500000
"10/09/2019",71.760000,77.450000,74.560000,74.490000,65.140000,68.320000,68.840000,67.550000
"11/09/2019",71.760000,77.450000,74.560000,74.490000,65.140000,68.320000,68.840000,67.550000
"12/09/2019",71.820000,77.500000,74.630000,74.550000,65.190000,68.370000,68.900000,67.600000
"13/09/2019",71.890000,77.570000,74.700000,74.620000,65.280000,68.460000,68.990000,67.690000
"14/09/2019",71.970000,77.650000,74.780000,74.700000,65.370000,68.560000,69.090000,67.780000
"15/09/2019",72.030000,77.710000,74.850000,74.760000,65.430000,68.620000,69.150000,67.840000
"16/09/2019",72.030000,77.710000,74.850000,74.760000,65.430000,68.620000,69.150000,67.840000
"17/09/2019",72.170000,77.850000,74.990000,74.890000,65.580000,68.780000,69.310000,67.990000
"18/09/2019",72.420000,78.100000,75.260000,75.140000,65.820000,69.040000,69.570000,68.230000
"19/09/2019",72.710000,78.390000,75.560000,75.430000,66.010000,69.240000,69.770000,68.420000
"20/09/2019",73.060000,78.730000,75.930000,75.770000,66.290000,69.540000,70.070000,68.700000
"21/09/2019",73.350000,79.020000,76.240000,76.050000,66.530000,69.790000,70.330000,68.940000
"22/09/2019",73.620000,79.290000,76.520000,76.320000,66.740000,70.010000,70.560000,69.150000
"23/09/2019",73.910000,79.570000,76.830000,76.600000,66.930000,70.220000,70.760000,69.350000
"24/09/2019",74.130000,79.790000,77.060000,76.820000,67.070000,70.370000,70.910000,69.490000
"25/09/2019",74.130000,79.790000,77.060000,76.820000,67.070000,70.370000,70.910000,69.490000
"26/09/2019",74.190000,79.850000,77.120000,76.880000,67.140000,70.440000,70.980000,69.560000
"27/09/2019",74.340000,80,77.280000,77.030000,67.240000,70.550000,71.090000,69.660000
"28/09/2019",74.340000,80,77.280000,77.030000,67.240000,70.550000,71.090000,69.660000
"29/09/2019",74.340000,80,77.280000,77.030000,67.240000,70.550000,71.090000,69.660000
