"yyyymmdd","CEA.DGR.COL","CEA.DGR.LIG","CEA.DGR.GAS","CEA.DGR.DIE","CEA.DGR.HSO","CEA.DGR.NAP","CEA.DGR.MFU","CEA.DGR.THM","CEA.DGR.NUC","CEA.DGR.HYD","CEA.DGR.BHU","CEA.DGR.TOT","CEA.DGR.WND","CEA.DGR.SOL","CEA.DGR.OTH","CEA.DGR.RES"
20200925,2595.750000,61.350000,116.300000,0.360000,0,0,0,2773.760000,126.520000,636.550000,50.390000,3587.220000,191.040000,139.020000,30.030000,360.090000
20200926,2518.230000,67.460000,108.280000,0.360000,0,0,0,2694.330000,125.890000,642.370000,50.450000,3513.040000,198.940000,106.480000,28.050000,333.470000
20200927,2448.730000,70.770000,108.430000,0.360000,0,0,0,2628.290000,126.250000,608.160000,50.270000,3412.970000,129.410000,150.830000,27.220000,307.460000
20200928,2658.530000,71.700000,116.270000,0.360000,0,0,0,2846.860000,126.510000,583.440000,51.550000,3608.360000,106.310000,168.860000,26.170000,301.340000
20200929,2705.480000,73.710000,131.270000,0.360000,0,0,0,2910.820000,127.030000,566.610000,49.300000,3653.760000,122.660000,139.190000,36.860000,298.710000
20200930,2681.220000,73.270000,144.910000,0.360000,0,0,0,2899.760000,126.930000,541.910000,49.410000,3618.010000,140.950000,134.350000,24.950000,300.250000
20201001,2618.990000,77.250000,144.340000,0.360000,0,0,0,2840.940000,127.810000,541.540000,47.200000,3557.490000,165.810000,147.150000,24.690000,337.650000
20201002,2562.470000,79.620000,149.130000,0.360000,0,0,0,2791.580000,127.800000,521.870000,34.890000,3476.140000,160.500000,158.590000,28.150000,347.240000
20201003,2642.260000,80.860000,158.990000,0.360000,0,0,0,2882.470000,127.710000,485.010000,39.720000,3534.910000,203.570000,148.460000,25.980000,378.010000
20201004,2532.560000,81.240000,159.790000,0.360000,0,0,0,2773.950000,127.030000,469.190000,45.130000,3415.300000,217.520000,138.730000,26.250000,382.500000
20201005,2635.410000,82.780000,166.730000,0.360000,0,0,0,2885.280000,126.900000,491.960000,46.540000,3550.680000,157.670000,159.270000,25.110000,342.050000
20201006,2701.070000,80.910000,156.930000,0.360000,0,0,0,2939.270000,126.800000,497.180000,49.310000,3612.560000,104.070000,174.310000,23.590000,301.970000
20201007,2806.040000,79.200000,148.050000,0.360000,0,0,0,3033.650000,123.670000,495.620000,43.920000,3696.860000,109.180000,151.330000,24.040000,284.550000
20201008,2864.340000,76.590000,147.120000,0.360000,0,0,0,3088.410000,124.360000,475.510000,43.990000,3732.270000,60,152.580000,24.060000,236.640000
20201009,2869.350000,74.790000,155.800000,0.360000,0,0,0,3100.300000,127.260000,470.920000,37.980000,3736.460000,74.050000,146.280000,25.020000,245.350000
20201010,2826.080000,72.900000,158.830000,0.360000,0,0,0,3058.170000,127.380000,420.340000,38.160000,3644.050000,97.420000,141.140000,26.860000,265.420000
20201011,2658.660000,72.230000,160.810000,0.360000,0,0,0,2892.060000,127.590000,401.440000,37.090000,3458.180000,130.560000,107.480000,26.790000,264.830000
20201012,2697.690000,75.400000,156.950000,0.360000,0,0,0,2930.400000,126.510000,427.780000,35.040000,3519.730000,119.600000,125.390000,30.500000,275.490000
20201013,2735.190000,74.570000,154.030000,0.360000,0,0,0,2964.150000,120.870000,438.210000,35.080000,3558.310000,153.230000,120.800000,27.080000,301.110000
20201014,2591.420000,72.160000,146.780000,0.360000,0,0,0,2810.720000,125.580000,440.200000,33.400000,3409.900000,280.700000,117.640000,27.590000,425.930000
20201015,2603.600000,73.670000,150.500000,0.360000,0,0,0,2828.130000,120.840000,454.010000,30.340000,3433.320000,221.620000,161.840000,35.470000,418.930000
20201016,2654.120000,70.110000,153.840000,0.360000,0,0,0,2878.430000,124.570000,448.410000,30.250000,3481.660000,221.530000,141.970000,31.620000,395.120000
20201017,2729.260000,68.080000,157.730000,0.360000,0,0,0,2955.430000,126.930000,436.970000,30.290000,3549.620000,129.050000,144.760000,26.660000,300.470000
20201018,2640.150000,71.540000,148.860000,0.360000,0,0,0,2860.910000,125.730000,414.990000,28.710000,3430.340000,73.470000,129.530000,26.680000,229.680000
20201019,2717.180000,68.690000,154.530000,0.360000,0,0,0,2940.760000,126.030000,410.550000,29.160000,3506.500000,75.980000,136.220000,26.870000,239.070000
20201020,2754.550000,65.210000,143.870000,0.360000,0,0,0,2963.990000,125.860000,398.140000,28.040000,3516.030000,88.490000,128.930000,24.560000,241.980000
20201021,2701.470000,65.100000,155.110000,0.360000,0,0,0,2922.040000,120.320000,381.210000,25.740000,3449.310000,106.640000,123.730000,24.600000,254.970000
20201022,2648.710000,70.130000,153.830000,0.360000,0,0,0,2873.030000,120.280000,370.430000,27.880000,3391.620000,116.890000,137.640000,25.520000,280.050000
20201023,2614.290000,65.130000,154.840000,0.360000,0,0,0,2834.620000,121.300000,366.500000,25.010000,3347.430000,105.100000,150.110000,24.370000,279.580000
20201024,2555.170000,58.250000,153.190000,0.360000,0,0,0,2766.970000,123.500000,373.070000,24.800000,3288.340000,85.420000,159.840000,24.830000,270.090000
20201025,2421.570000,61.050000,149.940000,0.360000,0,0,0,2632.920000,128.290000,362.240000,24.390000,3147.840000,51.790000,155.510000,25.410000,232.710000
20201026,2515.510000,62.580000,156.620000,0.360000,0,0,0,2735.070000,128.200000,347.900000,34.480000,3245.650000,48.640000,149.310000,32.400000,230.350000
20201027,2612.170000,61.400000,164.280000,0.360000,0,0,0,2838.210000,128.330000,363.090000,31.750000,3361.380000,48.220000,151.170000,31.410000,230.800000
20201028,2637.690000,61.090000,154.790000,0.360000,0,0,0,2853.930000,127.450000,361.130000,24.800000,3367.310000,44.800000,158.430000,26.210000,229.440000
20201029,2672.770000,71.030000,157.410000,0.360000,0,0,0,2901.570000,125.380000,362.330000,22.960000,3412.240000,30.660000,146.580000,26.590000,203.830000
20201030,2701.050000,75.470000,155.360000,0.360000,0,0,0,2932.240000,122.970000,356.720000,21.900000,3433.830000,42.100000,154.490000,28.990000,225.580000
20201031,2701.030000,83.160000,158.370000,0.360000,0,0,0,2942.920000,122.740000,350.000000,23.580000,3439.240000,42.380000,150.880000,29.690000,222.950000
20201101,2590.260000,86.780000,146.550000,0.360000,0,0,0,2823.950000,123.130000,333.550000,23.580000,3304.210000,49.920000,154.610000,28.930000,233.460000
20201102,2672.860000,85.780000,153.800000,0.360000,0,0,0,2912.800000,121.550000,345.480000,21.100000,3400.930000,56.900000,157.640000,31.140000,245.680000
20201103,2710.520000,84.510000,152.850000,0.360000,0,0,0,2948.240000,100.700000,340.840000,19.540000,3409.320000,82.880000,156.330000,31.530000,270.740000
20201104,2715.750000,80.330000,153.960000,0.360000,0,0,0,2950.400000,98.560000,323.470000,18.620000,3391.050000,57.570000,151.600000,30.620000,239.790000
20201105,2691.010000,80.220000,155.100000,0.360000,0,0,0,2926.690000,98.420000,307.020000,18.560000,3350.690000,52.220000,156.670000,32.980000,241.870000
20201106,2729.190000,81.920000,152.220000,0.360000,0,0,0,2963.690000,96.310000,294.760000,18.260000,3373.020000,59.670000,144.690000,31.010000,235.370000
20201107,2710.500000,83.640000,146.680000,0.360000,0,0,0,2941.180000,96.970000,280.590000,17.440000,3336.180000,79.790000,145.620000,29.780000,255.190000
20201108,2603.130000,81.120000,141.070000,0.360000,0,0,0,2825.680000,98.190000,268.970000,17.590000,3210.430000,76.570000,145.350000,28.720000,250.640000
20201109,2669.510000,81.550000,138.820000,0.360000,0,0,0,2890.240000,102.690000,307.690000,16.630000,3317.250000,63.370000,159.700000,28.930000,252
20201110,2659.040000,84.640000,137.310000,0.360000,0,0,0,2881.350000,120.830000,285.270000,16.460000,3303.910000,85.690000,159.970000,29.530000,275.190000
20201111,2620.230000,85.150000,136.330000,0.360000,0,0,0,2842.070000,127.170000,291.130000,16.170000,3276.540000,101.350000,157.010000,30.200000,288.560000
20201112,2672.980000,84.990000,141.080000,0.360000,0,0,0,2899.410000,124.250000,295.490000,15.630000,3334.780000,113.620000,117.700000,27.760000,259.080000
20201113,2604.310000,88.220000,141.590000,0.360000,0,0,0,2834.480000,134.420000,281.780000,15.250000,3265.930000,110.580000,117.880000,24.390000,252.850000
20201114,2301.540000,82.250000,120.210000,0.360000,0,0,0,2504.360000,140.080000,252.000000,14.900000,2911.340000,113.330000,141.200000,28.160000,282.690000
20201115,2179.670000,80.180000,114.810000,0.360000,0,0,0,2375.020000,135.660000,265.260000,14.590000,2790.530000,90.940000,118.760000,27.580000,237.280000
20201116,2178.220000,76.940000,108.480000,0.360000,0,0,0,2364.000000,135.760000,255.230000,14.190000,2769.180000,101.130000,138.950000,49.510000,289.590000
20201117,2340.650000,82.800000,103.900000,0.360000,0,0,0,2527.710000,134.940000,258.380000,14.140000,2935.170000,159.620000,126.210000,39.540000,325.370000
20201118,2453.160000,89.640000,124.550000,0.360000,0,0,0,2667.710000,136.170000,266.770000,13.070000,3083.720000,105.760000,147.920000,42.050000,295.730000
20201119,2488.000000,88.480000,122.690000,0.360000,0,0,0,2699.530000,139.060000,256.180000,13.140000,3107.910000,119.870000,154.770000,40.510000,315.150000
20201120,2527.350000,84.630000,120.760000,0.360000,0,0,0,2733.100000,140.600000,270.330000,13.370000,3157.400000,95.680000,157.300000,32.980000,285.960000
20201121,2511.370000,84.990000,106.880000,0.360000,0,0,0,2703.600000,142.860000,268.350000,12.830000,3127.640000,96.350000,170.860000,30.330000,297.540000
20201122,2494.180000,82.910000,104.690000,0.360000,0,0,0,2682.140000,134.220000,250.680000,12.830000,3079.870000,65.620000,155.980000,30.130000,251.730000
20201123,2602.350000,79.860000,116.040000,0.360000,0,0,0,2798.610000,134.050000,279.280000,12.220000,3224.160000,52.480000,138.370000,30.080000,220.930000
20201124,2666.340000,75.950000,114.930000,0.360000,0,0,0,2857.580000,133.820000,273.230000,11.830000,3276.460000,57.080000,132.990000,41.320000,231.390000
20201125,2589.600000,69.840000,116.220000,0.360000,0,0,0,2776.020000,134.530000,265.950000,11.830000,3188.330000,137.980000,118.470000,30.540000,286.990000
20201126,2435.660000,65.110000,114.100000,0.360000,0,0,0,2615.230000,130.840000,256.860000,11.110000,3014.040000,234.520000,90.380000,27.730000,352.630000
20201127,2424.260000,73.430000,111.730000,0.360000,0,0,0,2609.780000,132.700000,263.750000,10.780000,3017.010000,237.820000,111.580000,30.280000,379.680000
20201128,2487.040000,71.680000,108.950000,0.360000,0,0,0,2668.030000,132.730000,260.480000,11.040000,3072.280000,177.670000,120.090000,28.730000,326.490000
20201129,2495.620000,73.010000,107.610000,0.360000,0,0,0,2676.600000,135.140000,247.840000,10.580000,3070.160000,121.170000,118.040000,30.260000,269.470000
20201130,2591.580000,74.920000,124.360000,0.360000,0,0,0,2791.220000,135.940000,262.130000,10.370000,3199.660000,81.330000,145.650000,29.840000,256.820000
20201201,2612.480000,70.960000,131.820000,0.360000,0,0,0,2815.620000,131.940000,266.250000,11.380000,3225.190000,89.330000,163.560000,29.650000,282.540000
20201202,2691.980000,69.950000,141.310000,0.360000,0,0,0,2903.600000,131.740000,265.840000,9.890000,3311.070000,44.950000,151.260000,41.470000,237.680000
20201203,2716.840000,63.390000,137.600000,0.360000,0,0,0,2918.190000,132.610000,279.590000,9.830000,3340.220000,56.880000,123.130000,30.070000,210.080000
20201204,2725.070000,55.460000,138.500000,0.360000,0,0,0,2919.390000,132.630000,272.810000,9.870000,3334.700000,65.660000,129.520000,29.590000,224.770000
20201205,2723.330000,51.980000,132.390000,0.360000,0,0,0,2908.060000,132.490000,274.130000,9.560000,3324.240000,60.610000,136.070000,33.250000,229.930000
20201206,2594.920000,56.760000,122.770000,0.360000,0,0,0,2774.810000,132.430000,249.650000,10.090000,3166.980000,96.090000,137.340000,29.930000,263.360000
20201207,2693.690000,62.660000,117.680000,0.360000,0,0,0,2874.390000,131.640000,268.750000,9.950000,3284.730000,87.460000,120.800000,30.270000,238.530000
20201208,2727.690000,63.550000,125.100000,0.360000,0,0,0,2916.700000,131.720000,253.650000,9.680000,3311.750000,86.310000,131.950000,27.240000,245.500000
20201209,2710.890000,76.260000,122.840000,0.360000,0,0,0,2910.350000,116.870000,272.570000,8.900000,3308.690000,76.360000,135.580000,41.750000,253.690000
20201210,2706.970000,74.390000,122.350000,0.360000,0,0.070000,0,2904.140000,117.830000,269.300000,9.540000,3300.810000,90.450000,163.940000,39.510000,293.900000
20201211,2681.410000,79.090000,108.010000,0.360000,0,0,0,2868.870000,104.270000,274.670000,9.330000,3257.140000,94.400000,138.290000,30.280000,262.970000
20201212,2599.510000,79.500000,109.780000,0.360000,0,0,0,2789.150000,121.900000,264.390000,9.720000,3185.160000,79.560000,149.370000,30.260000,259.190000
20201213,2532.460000,76.500000,107.110000,0.360000,0,0,0,2716.430000,124.510000,247.570000,10.220000,3098.730000,92.020000,143.110000,30.180000,265.310000
20201214,2598.300000,81.460000,110.710000,0.360000,0,0,0,2790.830000,113.690000,276.600000,7.600000,3188.720000,115.980000,143.200000,30.390000,289.570000
20201215,2692.570000,81.670000,114.400000,0.360000,0,0,0,2889.000000,105.220000,267.830000,7.600000,3269.650000,134.570000,143.360000,27.540000,305.470000
20201216,2679.610000,77.650000,108.200000,0.360000,0,0,0,2865.820000,120.410000,270.880000,7.830000,3264.940000,184.250000,121.690000,22.880000,328.820000
20201217,2738.710000,75.290000,112.210000,0.360000,0,0,0,2926.570000,132.210000,280.270000,7.360000,3346.410000,156.960000,128.140000,30.800000,315.900000
20201218,2807.920000,76.910000,111.020000,0.360000,0,0,0,2996.210000,132.960000,258.250000,7.110000,3394.530000,84.360000,182.940000,41.380000,308.680000
20201219,2787.660000,79.460000,98.980000,0.360000,0,0,0,2966.460000,129.470000,242.360000,7.010000,3345.300000,165.090000,145.430000,29.550000,340.070000
20201220,2733.540000,84.910000,92.680000,0.360000,0,0,0,2911.490000,127.170000,222.840000,6.870000,3268.370000,143.760000,142.820000,29.260000,315.840000
20201221,2822.940000,88.840000,102.140000,0.360000,0,0,0,3014.280000,127.060000,250.070000,7.140000,3398.550000,116.910000,158.140000,29.680000,304.730000
20201222,2879.710000,88.980000,110.660000,0.360000,0,0,0,3079.710000,126.520000,269.100000,7.470000,3482.800000,82.500000,151.470000,29.050000,263.020000
20201223,2888.970000,91.790000,110.270000,0.360000,0,0,0,3091.390000,132.530000,267.700000,7.070000,3498.690000,92.830000,151.090000,29.010000,272.930000
20201224,2892.680000,91.040000,108.080000,0.420000,0,0,0,3092.220000,133.500000,271.270000,7.070000,3504.060000,112.370000,157.460000,28.630000,298.460000
20201225,2880.180000,94.010000,105.340000,0.470000,0,0,0,3080,129.340000,261.150000,7.070000,3477.560000,135.160000,152.050000,28.140000,315.350000
20201226,2925.540000,85.880000,101.500000,0.570000,0,0,0,3113.490000,129.440000,273.300000,5.610000,3521.840000,93.170000,159.060000,28.530000,280.760000
20201227,2814.110000,76.140000,100.580000,0.360000,0,0,0,2991.190000,129.340000,239.050000,6.300000,3365.880000,121.100000,158.610000,27.740000,307.450000
20201228,2890.140000,84.800000,102.080000,0.430000,0,0,0,3077.450000,132.910000,264.800000,6.280000,3481.440000,93.840000,155.280000,28.060000,277.180000
20201229,2920.860000,86.700000,102.690000,0.840000,0,0,0,3111.090000,111.860000,256.880000,6.170000,3486.000000,158.250000,151.490000,30.250000,339.990000
20201230,2890.470000,78.390000,99.660000,1.260000,0,0,0,3069.780000,94.940000,276.660000,5.320000,3446.700000,209.060000,155.200000,29.060000,393.320000
20201231,2903.680000,75.640000,99.290000,0.860000,0,0,0,3079.470000,94.600000,284.590000,6.090000,3464.750000,201.670000,124.780000,27.460000,353.910000
20210101,2861.740000,77.550000,106.280000,0.750000,0,0,0,3046.320000,94.860000,251.410000,6.110000,3398.700000,172.740000,140.080000,27.720000,340.540000
20210102,2854.200000,70.240000,100.170000,0.480000,0,0,0,3025.090000,106.130000,268.630000,6.060000,3405.910000,157.450000,124.560000,29.310000,311.320000
20210103,2763.560000,68.210000,98.520000,0.390000,0,0,0,2930.680000,118.480000,245.890000,5.950000,3301.000000,127.430000,121.900000,27.910000,277.240000
20210104,2799.970000,70.340000,104.670000,0.450000,0,0,0,2975.430000,119.080000,268.800000,6.320000,3369.630000,124.740000,119,27.860000,271.600000
20210105,2799.530000,75.350000,98.390000,0.550000,0,0,0,2973.820000,119.200000,265.010000,6.780000,3364.810000,119.650000,103.520000,27.520000,250.690000
20210106,2835.570000,77.090000,94.970000,0.390000,0,0,0,3008.020000,116.770000,277.820000,7.160000,3409.770000,97.160000,96.790000,28.310000,222.260000
20210107,2830.400000,63.260000,96.350000,0.510000,0,0,0,2990.520000,113.700000,253.720000,5.250000,3363.190000,134.640000,100.150000,26.340000,261.130000
20210108,2853.100000,65.950000,98.040000,0.470000,0,0,0,3017.560000,113.510000,241.490000,5.030000,3377.590000,132.180000,128.320000,27.290000,287.790000
20210109,2792.120000,63.190000,98.730000,0.360000,0,0,0,2954.400000,110.620000,240.060000,5.170000,3310.250000,154.100000,106.640000,27.960000,288.700000
20210110,2732.460000,72.300000,97.190000,0.360000,0,0,0,2902.310000,109.690000,224.830000,5.410000,3242.240000,122.620000,137.110000,49.160000,308.890000
20210111,2910.820000,73.570000,81.940000,0.590000,0,0,0,3066.920000,110.680000,241.630000,4.910000,3424.140000,115.560000,132.570000,48.600000,296.730000
20210112,2918.920000,74.400000,92.560000,0.380000,0,0,0,3086.260000,110.900000,241.830000,5.040000,3444.030000,140.100000,143.140000,27.220000,310.460000
20210113,2927.020000,67.460000,99.720000,0.760000,0,0,0,3094.960000,112.910000,251.380000,5.460000,3464.710000,107.630000,147.390000,29.060000,284.080000
20210114,2834.790000,80.420000,100.290000,0.970000,0,0,0,3016.470000,113.930000,248.780000,5.530000,3384.710000,83.080000,142.610000,28.640000,254.330000
20210115,2826.120000,81.860000,96.340000,0.740000,0,0,0,3005.060000,113.500000,258.750000,5.360000,3382.670000,86.360000,151.560000,26.900000,264.820000
20210116,2906.480000,80.220000,101.660000,0.640000,0,0,0,3089.000000,107.430000,267.960000,5.040000,3469.430000,85,147.200000,26.360000,258.560000
20210117,2873.780000,78.440000,99.360000,0.450000,0,0,0,3052.030000,107.460000,244.150000,5.320000,3408.960000,95.470000,160.860000,27.470000,283.800000
20210118,2958.530000,77.700000,101.860000,0.530000,0,0,0,3138.620000,82.480000,276.950000,5.030000,3503.080000,139.070000,148.090000,48.280000,335.440000
20210119,3084.800000,72.340000,98.350000,0.540000,0,0,0,3256.030000,83.900000,283.990000,5.190000,3629.110000,84.860000,158.190000,47.500000,290.550000
20210120,3142.960000,87.450000,99.960000,0.360000,0,0,0,3330.730000,84.010000,278.430000,5.250000,3698.420000,50.700000,166.580000,28.420000,245.700000
20210121,3180.110000,88.430000,101.050000,0.860000,0,0,0,3370.450000,84.030000,263.030000,5.380000,3722.890000,35.120000,165.760000,27.760000,228.640000
20210122,3190.020000,83.590000,101.480000,0.500000,0,0,0,3375.590000,85.090000,273.030000,5.170000,3738.880000,68.030000,155.020000,29.990000,253.040000
20210123,3161.830000,87.010000,96.290000,0.470000,0,0,0,3345.600000,93.450000,269.240000,4.940000,3713.230000,79.930000,155.700000,28.980000,264.610000
20210124,3041.680000,80.640000,94.990000,0.590000,0,0,0,3217.900000,93.630000,256.120000,4.910000,3572.560000,87.230000,168.250000,29.280000,284.760000
20210125,3082.990000,76.340000,95.010000,0.530000,0,0,0,3254.870000,94.010000,251.450000,5.210000,3605.540000,110.570000,179.750000,30.540000,320.860000
20210126,2968.260000,78.600000,93.530000,0.430000,0,0,0,3140.820000,94.230000,236.940000,4.700000,3476.690000,96.600000,182.570000,30.980000,310.150000
20210127,3054.850000,84.890000,95.500000,0.450000,0,0,0,3235.690000,95.010000,257.550000,4.630000,3592.880000,103.320000,180.940000,29.130000,313.390000
20210128,3122.500000,84.240000,96.400000,0.360000,0,0,0,3303.500000,95.040000,253.550000,4.450000,3656.540000,118.580000,177.450000,27.470000,323.500000
20210129,3165.720000,85.190000,96.240000,0.440000,0,0,0,3347.590000,89.830000,252.530000,4.440000,3694.390000,111.900000,174.090000,28.590000,314.580000
20210130,3178.740000,87.170000,96.830000,0.440000,0,0,0,3363.180000,90.200000,253.410000,4.620000,3711.410000,84.240000,177.510000,29.750000,291.500000
20210131,3071.590000,82.810000,96.240000,0.360000,0,0,0,3251,90.110000,237.310000,4.320000,3582.740000,80.740000,177.400000,29.060000,287.200000
20210201,3122.510000,72.370000,105.950000,0.360000,0,0,0,3301.190000,89.170000,252.150000,4.410000,3646.920000,102.560000,182.910000,24.230000,309.700000
20210202,3150.780000,75.550000,103.970000,0.560000,0,0,0,3330.860000,88.790000,251.350000,4.380000,3675.380000,102.220000,178.950000,30.980000,312.150000
20210203,3161.510000,82.240000,102.930000,0.500000,0,0,0,3347.180000,88.880000,257.180000,5.260000,3698.500000,96.050000,176.580000,26.920000,299.550000
20210204,3058.680000,83.590000,103.770000,0.460000,0,0,0,3246.500000,91.460000,250.310000,5.180000,3593.450000,124.610000,179.180000,26.740000,330.530000
20210205,3037.280000,87.830000,105.870000,0.470000,0,0,0,3231.450000,94.300000,259.110000,3.930000,3588.790000,125.990000,186.120000,26.030000,338.140000
20210206,3012.390000,86.400000,103.550000,0.470000,0,0,0,3202.810000,93.940000,261.630000,4.150000,3562.530000,140.110000,191.900000,27.180000,359.190000
20210207,2935.770000,84.210000,98.190000,0.360000,0,0,0,3118.530000,93.990000,222.220000,4.850000,3439.590000,135.910000,186.970000,47.840000,370.720000
20210208,3015.240000,78.820000,106.710000,0.360000,0,0,0,3201.130000,94.620000,266.820000,4.490000,3567.060000,155.010000,195.780000,46.470000,397.260000
20210209,3107.530000,81.260000,107.470000,0.360000,0,0,0,3296.620000,93.540000,273.860000,3.430000,3667.450000,81.460000,190.250000,27.570000,299.280000
20210210,3122.680000,90.110000,109.220000,0.360000,0,0,0,3322.370000,93.520000,265.580000,3.700000,3685.170000,,,,
20210211,3104.560000,95.460000,114.300000,0.360000,0,0,0,3314.680000,92.170000,259.080000,3.690000,3669.620000,65.250000,186.320000,29.860000,281.430000
20210212,3091.420000,99.520000,114.790000,0.360000,0,0,0,3306.090000,89.580000,255.380000,4.530000,3655.580000,76.640000,195.490000,26.850000,298.980000
20210213,3090.470000,96.140000,106.560000,0.360000,0,0,0,3293.530000,87.910000,252.010000,4.170000,3637.620000,63.300000,197.090000,26.850000,287.240000
20210214,2994.860000,94.040000,113.660000,0.360000,0,0,0,3202.920000,91.520000,239.850000,4.550000,3538.840000,50.500000,188.330000,47.530000,286.360000
20210215,3059.960000,97.180000,118.450000,0.360000,0,0,0,3275.950000,93.580000,259.860000,4.050000,3633.440000,61.340000,186.350000,45.660000,293.350000
20210216,3077.140000,98.680000,121.830000,0.360000,0,0,0,3298.010000,94.270000,254.870000,4.150000,3651.300000,64.480000,176.590000,25.780000,266.850000
20210217,3023.780000,103.800000,119.980000,0.360000,0,0,0,3247.920000,94.070000,254.570000,3.920000,3600.480000,61.570000,133.190000,44.840000,239.600000
20210218,2994.540000,96.500000,119.060000,0.360000,0,0,0,3210.460000,93.910000,264.170000,5.200000,3573.740000,118.370000,172.362000,24.800000,315.532000
20210219,2946.390000,103.710000,114.790000,0.360000,0,0,0,3165.250000,98.240000,243.210000,4.440000,3511.140000,147.930000,143.720000,45.190000,336.840000
20210220,2915.720000,102.110000,106.000000,0.360000,0,0,0,3124.190000,99.460000,236.090000,3.840000,3463.580000,130.030000,171.200000,42.940000,344.170000
20210221,2817.600000,96.400000,103.950000,0.360000,0,0,0,3018.310000,99.780000,231.810000,4.190000,3354.090000,122.520000,152.909000,26.260000,301.689000
20210222,2954.300000,95.490000,108.320000,0.360000,0,0,0,3158.470000,99.660000,252.040000,4.210000,3514.380000,71.940000,180.200000,25.980000,278.120000
20210223,3017.520000,99.400000,109.290000,0.360000,0,0,0,3226.570000,99.550000,272.980000,6.040000,3605.140000,76.420000,191.750000,46.820000,314.990000
20210224,3061.840000,102.660000,108.930000,0.360000,0,0,0,3273.790000,98.610000,279.980000,5.570000,3657.950000,80,197.600000,26.380000,303.980000
20210225,3111.230000,99.970000,119.050000,0.360000,0,0,0,3330.610000,98.350000,298.960000,3.840000,3731.760000,62.410000,199.710000,23.760000,285.880000
20210226,3117.780000,96.310000,130.360000,0.360000,0,0,0,3344.810000,99.170000,289.970000,3.940000,3737.890000,107.510000,196.040000,26.400000,329.950000
20210227,3126.920000,91.720000,129.610000,0.360000,0,0,0,3348.610000,98.470000,286.500000,4.010000,3737.590000,100.120000,193.490000,23.940000,317.550000
20210228,3078.480000,98.700000,117.690000,0.360000,0,0,0,3295.230000,98.620000,259.600000,5,3658.450000,68.220000,202.250000,24.460000,294.930000
20210301,3172.300000,98.400000,127.590000,0.360000,0,0.670000,0,3399.320000,98.570000,286.100000,4.160000,3788.150000,,,,
20210302,3220.990000,91.000000,124.050000,0.360000,0,3.370000,0,3439.770000,98.630000,286.660000,6.560000,3831.620000,84.510000,201.470000,24.870000,310.850000
20210303,3222.600000,97.050000,124.560000,0.360000,0,3.640000,0,3448.210000,98.670000,266.240000,5.420000,3818.540000,98.820000,202.800000,43.240000,344.860000
20210304,3220.730000,93.400000,133.490000,0.360000,0,3.860000,0,3451.840000,99.410000,259.950000,4.890000,3816.090000,105.870000,202.010000,25.270000,333.150000
20210305,3257.120000,99.850000,138.250000,0.360000,0,3.860000,0,3499.440000,99.300000,274.470000,4.070000,3877.280000,71.520000,208.970000,26.480000,306.970000
20210306,3239.750000,94.950000,134.740000,0.360000,0,3.580000,0,3473.380000,85.180000,303.160000,3.870000,3865.590000,89.500000,204.450000,24.830000,318.780000
20210307,3116.990000,92.000000,119.300000,0.360000,0,3.600000,0,3332.250000,74.050000,248.380000,4.890000,3659.570000,151.720000,195.770000,26.690000,374.180000
20210308,3216.570000,91.720000,129.600000,0.360000,0,3.630000,0,3441.880000,80.390000,283.050000,5.750000,3811.070000,125.510000,194.270000,23.940000,343.720000
20210309,3319.850000,91.670000,125.550000,0.360000,0,3.640000,0,3541.070000,94.840000,291.390000,4.550000,3931.850000,95.640000,203.460000,23.310000,322.410000
20210310,3332.620000,97.300000,126.800000,0.360000,0,3.700000,0,3560.780000,90.410000,281.390000,3.870000,3936.450000,78.850000,198.140000,23.550000,300.540000
20210311,3325.980000,94.770000,131.940000,0.360000,0,3.630000,0,3556.680000,93.240000,275.420000,4.180000,3929.520000,105.440000,183.680000,22.590000,311.710000
20210312,3190.820000,96.820000,138.790000,0.360000,0,3.580000,0,3430.370000,94.660000,249.260000,4.960000,3779.250000,105.440000,183.680000,22.590000,311.710000
20210313,3103.390000,96.070000,133.800000,0.360000,0,0,0,3333.620000,99.390000,256.340000,4.800000,3694.150000,90.010000,195.070000,22.550000,307.630000
20210314,3087.660000,106.870000,119.650000,0.360000,0,0,0,3314.540000,101.670000,247.210000,7.590000,3671.010000,99.570000,196.720000,24.600000,320.890000
20210315,3225.990000,107.720000,128.180000,0.360000,0,1.340000,0,3463.590000,101.360000,277.630000,7.910000,3850.490000,93.520000,196.300000,22.190000,312.010000
20210316,3272.360000,105.180000,125.650000,0.360000,0,3.590000,0,3507.140000,100.910000,310.250000,5.950000,3924.250000,74.950000,147.640000,20.230000,242.820000
20210317,3309.640000,101.280000,132.910000,0.360000,0,3.640000,0,3547.830000,100.040000,311.740000,5.240000,3964.850000,84.850000,183.500000,21.180000,289.530000
20210318,3332.670000,100.920000,134.790000,0.360000,0,3.720000,0,3572.460000,99.790000,286.920000,5.320000,3964.490000,89.630000,174.530000,22.110000,286.270000
20210319,3325.520000,104.140000,197.650000,0.360000,0,3.760000,0,3631.430000,97.860000,272.530000,5.380000,4007.200000,78.970000,173.370000,22.210000,274.550000
