"YYYYMM","ISO3","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
201207,"FRA",3.516358,17.875219,3.273650,
201208,"FRA",3.756852,16.192313,2.404961,
201209,"FRA",4.200967,16.919457,3.858623,
201210,"FRA",3.988735,18.846012,6.386854,
201211,"FRA",4.877242,17.162162,10.295150,
201212,"FRA",3.477870,16.556709,11.772898,
201301,"FRA",3.809019,16.896578,13.055613,
201302,"FRA",5.155327,16.298831,12.031447,
201303,"FRA",4.379690,17.408462,11.051856,
201304,"FRA",4.036546,17.507366,6.890138,
201305,"FRA",3.707915,17.263370,5.641581,
201306,"FRA",2.908223,15.986867,3.756305,
201307,"FRA",3.418726,18.202788,3.405418,
201308,"FRA",4.011772,16.580171,3.070193,
201309,"FRA",4.416146,16.748277,3.894114,
201310,"FRA",4.298530,18.243481,5.932755,
201311,"FRA",4.724518,16.137086,10.828826,
201312,"FRA",4.806134,17.050572,11.844821,
201401,"FRA",3.145063,16.148866,10.572249,
201402,"FRA",2.857254,15.366644,9.671340,
201403,"FRA",5.616591,16.488399,8.340079,
201404,"FRA",3.116646,16.651372,5.386436,
201405,"FRA",2.066157,15.102178,4.429784,
201406,"FRA",3.039399,16.071718,3.427883,
201407,"FRA",2.374485,17.690868,3.238258,
201408,"FRA",2.316763,16.187090,3.067701,
201409,"FRA",3.531618,17.235213,3.690251,
201410,"FRA",4.526467,18.074339,5.502360,
201411,"FRA",3.654553,14.717123,7.803842,
201412,"FRA",3.323256,18.009974,11.363439,
201501,"FRA",4.225638,16.389651,12.116611,
201502,"FRA",4.369592,16.128380,11.358992,
201503,"FRA",3.876834,16.666021,9.478772,
201504,"FRA",3.063383,16.403818,6.050350,
201505,"FRA",3.143679,14.830181,4.140587,
201506,"FRA",2.732828,16.705439,3.405026,
201507,"FRA",2.835792,18.006501,3.311984,
201508,"FRA",2.656821,16.845988,2.933769,
201509,"FRA",2.111141,17.714940,3.924514,
201510,"FRA",3.263329,17.017352,7.108261,
201511,"FRA",3.699704,14.684650,8.401430,
201512,"FRA",2.042849,17.822747,9.155183,
201601,"FRA",3.161979,15.707789,11.408329,
201602,"FRA",3.089311,15.829614,10.117346,
201603,"FRA",3.737960,17.267330,10.306105,
201604,"FRA",2.494154,16.029335,7.060098,
201605,"FRA",2.225768,16.620982,4.591588,
201606,"FRA",2.813528,14.910060,3.843720,
201607,"FRA",2.602393,16.564045,3.445696,
201608,"FRA",1.972063,16.951587,3.274534,
201609,"FRA",3.450365,16.879757,4.276538,
201610,"FRA",3.458963,17.309454,7.549669,
201611,"FRA",3.224979,15.598278,10.647025,
201612,"FRA",3.813288,17.386581,12.812217,
201701,"FRA",4.633255,17.318147,14.717086,
201702,"FRA",2.744966,14.724271,10.037296,
201703,"FRA",1.980594,16.789149,8.804331,
201704,"FRA",3.567189,14.976557,6.476438,
201705,"FRA",4.361218,16.412457,4.723307,
201706,"FRA",2.568461,16.356549,3.427960,
201707,"FRA",3.099467,16.550266,3.566747,
201708,"FRA",3.189604,16.359790,3.211320,
201709,"FRA",3.748588,17.597629,4.635973,
201710,"FRA",3.485522,15.955229,6.585631,
201711,"FRA",2.937028,15.978598,10.731233,
201712,"FRA",3.696262,16.969428,12.523889,
201801,"FRA",2.574446,15.291734,10.645454,
201802,"FRA",3.807309,15.822947,12.611735,
201803,"FRA",2.092790,16.967685,10.601309,
201804,"FRA",2.539967,15.491983,5.447771,
201805,"FRA",3.379356,15.258564,3.986478,
201806,"FRA",3.023048,14.944457,3.451928,
201807,"FRA",3.148058,16.301181,3.597011,
201808,"FRA",3.503340,15.835113,3.364333,
201809,"FRA",2.403412,15.202004,3.965794,
201810,"FRA",3.095132,17.628571,6.345251,
201811,"FRA",2.877768,15.391820,9.994194,
201812,"FRA",2.668002,15.236646,10.845594,
201901,"FRA",2.807640,16.230990,13.270779,
201902,"FRA",2.579215,14.602565,9.988995,
201903,"FRA",2.554493,15.307603,8.653091,
201904,"FRA",2.386142,15.699288,7.042188,
201905,"FRA",2.212643,15.129714,5.494172,
201906,"FRA",2.279338,15.038555,3.744213,
201907,"FRA",2.522389,17.337768,3.893486,
201908,"FRA",2.397659,15.350249,3.297481,
201909,"FRA",2.226209,16.260861,4.163451,
201910,"FRA",2.362004,16.121520,6.042592,
201911,"FRA",2.595423,14.934583,10.109589,
201912,"FRA",2.508915,15.309516,10.704953,
202001,"FRA",2.826350,16.008604,11.863077,
202002,"FRA",2.499692,14.670867,9.318342,
202003,"FRA",2.162624,13.695364,8.795292,
202004,"FRA",1.766593,9.813444,4.308335,
202005,"FRA",1.692280,11.768563,4.065206,
202006,"FRA",1.457861,13.768756,3.880521,
202007,"FRA",1.665229,15.473244,3.721016,
202008,"FRA",1.606031,13.775984,3.318992,
202009,"FRA",1.810204,14.393783,4.242882,
202010,"FRA",1.729987,15.388902,6.884103,
202011,"FRA",2.029051,12.024389,8.747719,
202012,"FRA",2.606381,14.746059,10.912497,
202101,"FRA",3.263569,14.037495,12.695841,
202102,"FRA",2.348187,13.429914,9.736522,
202103,"FRA",2.557664,15.557209,9.527316,
202104,"FRA",2.451729,13.623727,7.407123,
202105,"FRA",2.341321,13.507467,5.371981,
202106,"FRA",2.183574,15.388238,3.460201,
202107,"FRA",2.237621,15.796409,3.300843,
202108,"FRA",2.220854,14.950319,2.699622,
202109,"FRA",2.661953,15.923849,3.610981,
202110,"FRA",2.698916,15.963383,6.043377,
202111,"FRA",2.647182,15.185692,10.265805,
202112,"FRA",2.886591,15.919349,11.359046,
202201,"FRA",3.138991,14.583118,12.457851,
202202,"FRA",2.615533,14.516276,9.266252,
202203,"FRA",2.926400,15.836986,8.644851,
202204,"FRA",1.770186,14.077546,6.556517,
202205,"FRA",1.957505,14.513896,4.156747,
202206,"FRA",2.018167,14.684912,3.529669,
202207,"FRA",1.869484,14.974245,3.533193,
202208,"FRA",1.875571,14.721090,3.211534,
202209,"FRA",1.711323,16.402549,4.015888,
202210,"FRA",1.850321,15.052430,4.600233,
202211,"FRA",1.926014,14.678552,7.101166,
202212,"FRA",2.496808,14.922117,10.455329,
202301,"FRA",1.918963,14.317463,9.806396,
202302,"FRA",1.846906,13.723734,8.713662,
202303,"FRA",1.559455,15.398124,7.817006,
202304,"FRA",1.659395,13.323179,5.613214,
202305,"FRA",1.589735,14.475045,3.330650,
202306,"FRA",1.441056,15.411575,2.947461,
202307,"FRA",1.576787,14.767199,2.863676,
202308,"FRA",1.810897,14.417465,2.642782,
202309,"FRA",1.584379,14.072473,3.014224,
202310,"FRA",1.490060,15.095786,4.087977,
202311,"FRA",1.485405,13.485323,7.402686,
202312,"FRA",1.540073,13.593495,8.797398,
202401,"FRA",1.717970,14.188562,10.157490,
202402,"FRA",1.469929,13.500866,7.125468,
202403,"FRA",1.526390,13.827555,6.611335,
202404,"FRA",1.425894,14.514837,4.694880,
202405,"FRA",1.481705,13.926835,3.215615,
202406,"FRA",1.285813,13.775739,2.624158,
202407,"FRA",1.520170,15.550844,2.525177,
202408,"FRA",1.510983,14.288422,2.155236,
202409,"FRA",1.479913,14.506165,2.933245,
202410,"FRA",1.508994,15.160274,4.150855,
202411,"FRA",1.720092,13.031968,7.214714,
202412,"FRA",1.516507,13.720899,8.890339,
202501,"FRA",1.637637,13.645388,9.883848,
202502,"FRA",1.525872,12.840891,8.208483,
202503,"FRA",1.429096,13.873536,6.738778,
202504,"FRA",1.427658,15.934604,3.870095,
202505,"FRA",1.424846,13.450495,2.792197,
202506,"FRA",1.270590,14.287421,2.351350,
202507,"FRA",1.362763,14.672198,2.397165,
202508,"FRA",1.431026,13.162089,2.096426,
202509,"FRA",1.415445,14.135264,2.854382,
202510,"FRA",1.562855,14.792911,4.434839,
202511,"FRA",1.400383,12.309065,6.390072,
202512,"FRA",1.266920,14.157818,8.051932,
202601,"FRA",1.637663,12.456321,9.817048,
202602,"FRA",0.903218,12.384045,6.470463,
202603,"FRA",1.465092,13.476449,5.901259,
202604,"FRA",1.299665,12.764705,3.790824,
202605,"FRA",1.345301,11.663969,2.772531,
202606,"FRA",1.330142,13.903416,2.383616,
202607,"FRA",,,2.362364,
202608,"FRA",,,,
202609,"FRA",,,,
202610,"FRA",,,,
202611,"FRA",,,,
202612,"FRA",,,,
200801,"GRC",3.769514,5.773549,0.807443,
200802,"GRC",3.232578,5.394156,0.760028,
200803,"GRC",2.371492,4.119597,0.747503,
200804,"GRC",3.547448,3.918335,0.567486,
200805,"GRC",3.343943,3.253381,0.644821,
200806,"GRC",4.100956,3.530936,0.716689,
200807,"GRC",4.505978,4.070350,0.803666,
200808,"GRC",4.099625,3.792510,0.690695,
200809,"GRC",3.772166,3.818783,0.681799,
200810,"GRC",3.913360,4.244580,0.566045,
200811,"GRC",3.514961,4.973749,0.528570,
200812,"GRC",3.113254,5.834262,0.594375,
200901,"GRC",3.173945,5.179873,0.565958,
200902,"GRC",3.350376,5.381972,0.471983,
200903,"GRC",3.763985,5.024751,0.418811,
200904,"GRC",3.209612,4.252309,0.393687,
200905,"GRC",3.514842,3.430601,0.519498,
200906,"GRC",3.724271,3.782398,0.510915,
200907,"GRC",4.100745,3.820105,0.604123,
200908,"GRC",3.684642,3.753064,0.531820,
200909,"GRC",4.074258,3.291799,0.574108,
200910,"GRC",3.589020,3.973896,0.659309,
200911,"GRC",3.231464,3.888829,0.676761,
200912,"GRC",2.825775,4.347898,0.696323,
201001,"GRC",3.333125,4.494646,0.688942,
201002,"GRC",2.792360,4.488002,0.615168,
201003,"GRC",3.187703,4.168264,0.592794,
201004,"GRC",3.547085,3.572940,0.504796,
201005,"GRC",3.818171,2.963539,0.552580,
201006,"GRC",3.815068,3.266657,0.493899,
201007,"GRC",3.590946,3.529852,0.647860,
201008,"GRC",4.353445,3.382425,0.637011,
201009,"GRC",3.359863,2.788752,0.527748,
201010,"GRC",3.369660,3.656294,0.642363,
201011,"GRC",3.169925,3.531474,0.554943,
201012,"GRC",2.922496,4.158790,0.707939,
201101,"GRC",3.289028,3.873786,0.773675,
201102,"GRC",3.381904,4.106241,0.724679,
201103,"GRC",3.616149,3.987412,0.852106,
201104,"GRC",3.368658,3.725975,0.685606,
201105,"GRC",3.855710,2.637331,0.665235,
201106,"GRC",2.655734,2.994964,0.671437,
201107,"GRC",4.109446,3.076750,0.825008,
201108,"GRC",4.137163,3.133827,0.643242,
201109,"GRC",3.575077,2.796613,0.678641,
201110,"GRC",3.472664,3.156864,0.668050,
201111,"GRC",3.406630,3.429285,0.815705,
201112,"GRC",3.211575,3.581780,0.807595,
201201,"GRC",4.065231,4.190857,0.984955,
201202,"GRC",3.532420,3.673489,0.970955,
201203,"GRC",3.468741,3.294229,0.790811,
201204,"GRC",3.039221,3.310263,0.510297,
201205,"GRC",3.198053,2.664580,0.553482,
201206,"GRC",3.667167,2.856531,0.502752,
201207,"GRC",4.223058,2.733030,0.671791,
201208,"GRC",4.071182,3.253869,0.551916,
201209,"GRC",3.411094,2.492147,0.579631,
201210,"GRC",3.597329,2.621083,0.555191,
201211,"GRC",3.340542,2.345955,0.577400,
201212,"GRC",3.644692,2.862438,0.844864,
201301,"GRC",3.715858,2.716405,0.953634,
201302,"GRC",2.813519,2.670649,0.873341,
201303,"GRC",2.725789,2.497073,0.890892,
201304,"GRC",2.253998,2.640892,0.584644,
201305,"GRC",2.971689,2.592313,0.449006,
201306,"GRC",3.192636,2.569717,0.379870,
201307,"GRC",3.303295,2.942749,0.374734,
201308,"GRC",3.357579,2.964046,0.362892,
201309,"GRC",3.193072,2.654772,0.436660,
201310,"GRC",3.050361,2.619352,0.490468,
201311,"GRC",3.108587,2.777775,0.696636,
201312,"GRC",3.606332,3.266759,0.842996,
201401,"GRC",3.626176,2.629634,0.675296,
201402,"GRC",3.010036,2.473643,0.600429,
201403,"GRC",2.915775,2.541201,0.484007,
201404,"GRC",2.792455,2.492783,0.418251,
201405,"GRC",2.707532,2.562477,0.325258,
201406,"GRC",2.935286,2.686984,0.383060,
201407,"GRC",3.049642,3.042411,0.456239,
201408,"GRC",3.109009,2.905839,0.377226,
201409,"GRC",2.751224,2.704527,0.394919,
201410,"GRC",2.776448,2.986588,0.375009,
201411,"GRC",2.615106,2.985144,0.505170,
201412,"GRC",2.942625,3.475136,0.564176,
201501,"GRC",2.921103,3.260669,0.636040,
201502,"GRC",2.052135,2.815278,0.536910,
201503,"GRC",2.470499,2.815737,0.490647,
201504,"GRC",1.859025,2.783398,0.356176,
201505,"GRC",2.491298,2.476806,0.293165,
201506,"GRC",2.706357,2.744636,0.292776,
201507,"GRC",3.530583,2.840023,0.542347,
201508,"GRC",1.731544,2.950498,0.433752,
201509,"GRC",2.678202,2.664494,0.455160,
201510,"GRC",1.919553,2.839978,0.624777,
201511,"GRC",2.734691,2.951763,0.526327,
201512,"GRC",2.859424,3.839399,0.846677,
201601,"GRC",2.765642,3.104686,0.790348,
201602,"GRC",1.901460,2.855579,0.531525,
201603,"GRC",1.613647,2.902199,0.561043,
201604,"GRC",1.231046,2.932483,0.489691,
201605,"GRC",1.333879,2.481529,0.487932,
201606,"GRC",1.615253,2.709424,0.658835,
201607,"GRC",2.172717,2.963797,0.665188,
201608,"GRC",2.135476,3.105009,0.580738,
201609,"GRC",1.835518,2.796592,0.609377,
201610,"GRC",2.089987,2.698613,0.719338,
201611,"GRC",2.260601,3.032122,0.743920,
201612,"GRC",2.643466,3.990886,1.074193,
201701,"GRC",2.780399,3.300565,1.232506,
201702,"GRC",2.420145,2.803134,0.848595,
201703,"GRC",1.984857,2.818922,0.639380,
201704,"GRC",1.656936,2.635896,0.554061,
201705,"GRC",1.651475,2.603808,0.614053,
201706,"GRC",1.907865,2.812564,0.761955,
201707,"GRC",2.374557,3.096148,0.787869,
201708,"GRC",2.173443,3.152117,0.816569,
201709,"GRC",1.860339,2.736071,0.720298,
201710,"GRC",2.312535,2.738041,0.695705,
201711,"GRC",2.569005,2.930491,0.909174,
201712,"GRC",2.333389,3.404168,0.955916,
201801,"GRC",2.678017,2.979024,0.928526,
201802,"GRC",2.160981,2.775613,0.800454,
201803,"GRC",1.525095,2.728567,0.632453,
201804,"GRC",1.075740,2.496979,0.562686,
201805,"GRC",1.777565,2.493758,0.612134,
201806,"GRC",2.145863,2.740021,0.661677,
201807,"GRC",2.622188,3.078154,0.739733,
201808,"GRC",2.443431,3.058177,0.701368,
201809,"GRC",1.872945,2.655120,0.750721,
201810,"GRC",1.674216,2.664989,0.803674,
201811,"GRC",2.200210,2.748951,0.817789,
201812,"GRC",2.681693,3.417356,1.060530,
201901,"GRC",2.358268,3.178144,1.297557,
201902,"GRC",1.594056,2.694287,0.943665,
201903,"GRC",1.650058,2.642106,0.727844,
201904,"GRC",1.550234,2.732013,0.680974,
201905,"GRC",1.224179,2.624261,0.617205,
201906,"GRC",1.441950,2.723059,0.755324,
201907,"GRC",1.430469,3.048559,0.935143,
201908,"GRC",1.428954,3.013272,0.856101,
201909,"GRC",0.980575,2.691023,0.825078,
201910,"GRC",1.086030,2.696502,0.779022,
201911,"GRC",1.383950,2.620571,0.730429,
201912,"GRC",1.756349,3.254994,0.849830,
202001,"GRC",1.941688,3.082499,0.998454,
202002,"GRC",1.542101,2.769261,0.817781,
202003,"GRC",0.917949,2.554343,0.781122,
202004,"GRC",0.667785,2.651440,0.492041,
202005,"GRC",0.424144,2.542977,0.457173,
202006,"GRC",0.369314,2.174599,0.838850,
202007,"GRC",0.508182,2.762056,0.896446,
202008,"GRC",0.573904,2.555014,0.847040,
202009,"GRC",0.502083,2.539616,0.946752,
202010,"GRC",0.499785,2.488488,1.228374,
202011,"GRC",0.950742,2.293387,1.538742,
202012,"GRC",1.256681,2.599073,1.200237,
202101,"GRC",1.375864,2.324749,1.209116,
202102,"GRC",0.869532,2.467936,0.871942,
202103,"GRC",1.038036,2.419301,1.042523,
202104,"GRC",0.751699,2.382368,1.051212,
202105,"GRC",0.635468,2.215745,0.773784,
202106,"GRC",0.418463,2.625832,1.031817,
202107,"GRC",0.687701,3.010385,1.177644,
202108,"GRC",0.945664,3.045515,1.110301,
202109,"GRC",0.611787,2.766518,0.998439,
202110,"GRC",0.600714,2.774713,0.949118,
202111,"GRC",0.536511,2.774635,0.990168,
202112,"GRC",0.792505,3.473081,1.157266,
202201,"GRC",1.183101,3.012624,1.142149,
202202,"GRC",0.620209,2.881975,0.989090,
202203,"GRC",1.018024,2.737315,1.252557,
202204,"GRC",0.283708,2.461623,0.588665,
202205,"GRC",0.315181,2.538222,0.680263,
202206,"GRC",0.761485,2.734372,0.828249,
202207,"GRC",1.067119,3.075220,1.043090,
202208,"GRC",1.088894,3.251448,0.954101,
202209,"GRC",0.599324,3.014562,0.633315,
202210,"GRC",0.435346,3.023644,0.482588,
202211,"GRC",0.560439,3.137212,0.697427,
202212,"GRC",0.818782,3.409027,0.927415,
202301,"GRC",0.592213,2.234959,0.734349,
202302,"GRC",0.888016,2.586177,0.763575,
202303,"GRC",0.658780,2.515484,0.710078,
202304,"GRC",0.411507,2.493688,0.693279,
202305,"GRC",0.363109,2.591922,0.569953,
202306,"GRC",0.322139,2.802570,0.757619,
202307,"GRC",0.809053,3.150211,0.941500,
202308,"GRC",0.496289,3.138345,0.815717,
202309,"GRC",0.215229,2.831703,0.775057,
202310,"GRC",0.415783,2.842105,0.787360,
202311,"GRC",0.578169,2.753702,0.655732,
202312,"GRC",0.775637,3.053922,0.870807,
202401,"GRC",0.607752,2.802775,1.066162,
202402,"GRC",0.603559,2.534668,0.870837,
202403,"GRC",0.526295,2.492930,0.956839,
202404,"GRC",0.380218,2.554260,0.762325,
202405,"GRC",0.165254,2.611002,0.905477,
202406,"GRC",0.261045,2.820848,0.975904,
202407,"GRC",0.543630,3.142001,1.126238,
202408,"GRC",0.358624,3.163570,1.011691,
202409,"GRC",0.204469,2.821764,0.875248,
202410,"GRC",0.161987,2.882195,0.871856,
202411,"GRC",0.563806,2.889222,1.195984,
202412,"GRC",0.655898,2.929878,1.279623,
202501,"GRC",0.450835,2.712222,1.372156,
202502,"GRC",0.452284,2.785834,1.403296,
202503,"GRC",0.425587,2.592710,0.963819,
202504,"GRC",0.324699,2.650058,0.712510,
202505,"GRC",0.270906,2.600289,0.772075,
202506,"GRC",0.250634,2.809898,0.991611,
202507,"GRC",0.354066,3.185841,1.145472,
202508,"GRC",0.289114,3.068557,0.954951,
202509,"GRC",0.303974,2.792723,0.904165,
202510,"GRC",0.367440,2.923291,1.023609,
202511,"GRC",0.399274,2.584327,0.985870,
202512,"GRC",0.376888,3.123755,1.382145,
202601,"GRC",0.384429,2.692007,1.444871,
202602,"GRC",0.280725,2.335097,1.030130,
202603,"GRC",0.271837,2.539510,1.182764,
202604,"GRC",0.199027,2.232312,0.773659,
202605,"GRC",0.172841,2.380780,0.822400,
202606,"GRC",0.128058,2.717302,0.904105,
202607,"GRC",0.134047,,0.942503,
202608,"GRC",,,,
202609,"GRC",,,,
202610,"GRC",,,,
202611,"GRC",,,,
202612,"GRC",,,,
200801,"HRV",0.238890,1.017870,0.544727,
200802,"HRV",0.223618,1.053114,0.570034,
200803,"HRV",0.230674,0.977423,0.571509,
200804,"HRV",0.218295,1.177541,0.453325,
200805,"HRV",0.232408,0.975323,0.356075,
200806,"HRV",0.260059,0.970105,0.359564,
200807,"HRV",0.263407,1.158312,0.377549,
200808,"HRV",0.228984,1.045457,0.372832,
200809,"HRV",0.229312,1.013167,0.399417,
200810,"HRV",0.277307,1.020779,0.472097,
200811,"HRV",0.254901,1.054320,0.579322,
200812,"HRV",0.191065,0.984319,0.636620,
200901,"HRV",0.215579,1.011668,0.565924,
200902,"HRV",0.155726,0.978125,0.538560,
200903,"HRV",0.136654,1.034688,0.493003,
200904,"HRV",0.115701,1.022184,0.372880,
200905,"HRV",0.117219,1.080728,0.322288,
200906,"HRV",0.043527,0.984947,0.242489,
200907,"HRV",0.117246,1.330516,0.337590,
200908,"HRV",0.164489,1.089906,0.367596,
200909,"HRV",0.228160,0.977570,0.356182,
200910,"HRV",0.280636,1.175434,0.476803,
200911,"HRV",0.249663,0.800707,0.539357,
200912,"HRV",0.204460,0.939388,0.643530,
201001,"HRV",0.228766,0.768759,0.616864,
201002,"HRV",0.212449,0.765920,0.592531,
201003,"HRV",0.255787,0.778967,0.553885,
201004,"HRV",0.175677,0.841443,0.396929,
201005,"HRV",0.169021,0.781564,0.344611,
201006,"HRV",0.166412,0.975522,0.291651,
201007,"HRV",0.268171,1.006872,0.370721,
201008,"HRV",0.273936,1.090178,0.368450,
201009,"HRV",0.278229,1.058047,0.431134,
201010,"HRV",0.238058,0.922903,0.518693,
201011,"HRV",0.236155,0.763411,0.533846,
201012,"HRV",0.235539,0.807217,0.693121,
201101,"HRV",0.256977,0.884884,0.578467,
201102,"HRV",0.211930,0.771713,0.594541,
201103,"HRV",0.234088,0.826904,0.567141,
201104,"HRV",0.223861,0.968811,0.377269,
201105,"HRV",0.159629,0.794747,0.333004,
201106,"HRV",0.250375,0.834046,0.320887,
201107,"HRV",0.234358,0.830364,0.354024,
201108,"HRV",0.236605,1.075334,0.340472,
201109,"HRV",0.231870,0.893015,0.332757,
201110,"HRV",0.253648,0.939980,0.497008,
201111,"HRV",0.273941,0.842670,0.630002,
201112,"HRV",0.227216,0.757585,0.638756,
201201,"HRV",0.225567,0.695859,0.587386,
201202,"HRV",0.196158,0.740257,0.741208,
201203,"HRV",0.248040,0.757941,0.497393,
201204,"HRV",0.126921,0.689861,0.431622,
201205,"HRV",0.073007,0.968325,0.389666,
201206,"HRV",0.164245,0.818421,0.211161,
201207,"HRV",0.193104,1.027837,0.314288,
201208,"HRV",0.239396,1.015371,0.254241,
201209,"HRV",0.236635,0.843678,0.262162,
201210,"HRV",0.269199,0.837608,0.411947,
201211,"HRV",0.254281,0.687522,0.472556,
201212,"HRV",0.257222,0.627859,0.621217,
201301,"HRV",0.222181,0.608798,0.624615,
201302,"HRV",0.200079,0.610185,0.560998,
201303,"HRV",0.210216,0.715822,0.572758,
201304,"HRV",0.159816,0.702794,0.382616,
201305,"HRV",0.174988,0.705587,0.269524,
201306,"HRV",0.210324,0.809746,0.233584,
201307,"HRV",0.232346,0.977071,0.254520,
201308,"HRV",0.253548,0.859085,0.279358,
201309,"HRV",0.239198,0.822026,0.297759,
201310,"HRV",0.275305,0.798310,0.384593,
201311,"HRV",0.255969,0.716810,0.467118,
201312,"HRV",0.244017,0.747068,0.584366,
201401,"HRV",0.213964,0.684081,0.483300,
201402,"HRV",0.172398,0.712699,0.460378,
201403,"HRV",0.249381,0.683469,0.373997,
201404,"HRV",0.216361,0.651908,0.315598,
201405,"HRV",0.213154,0.695896,0.275984,
201406,"HRV",0.224908,0.812188,0.202742,
201407,"HRV",0.248415,0.870484,0.262455,
201408,"HRV",0.217855,0.863915,0.257685,
201409,"HRV",0.117739,0.746785,0.305524,
201410,"HRV",0.204872,0.816256,0.371369,
201411,"HRV",0.255905,0.714304,0.468262,
201412,"HRV",0.234685,0.707973,0.527780,
201501,"HRV",0.221367,0.655550,0.424813,
201502,"HRV",0.178591,0.591077,0.494623,
201503,"HRV",0.224292,0.734753,0.454242,
201504,"HRV",0.186560,0.776395,0.366765,
201505,"HRV",0.166736,0.804496,0.253734,
201506,"HRV",0.063160,0.881226,0.217589,
201507,"HRV",0.229895,0.828890,0.236338,
201508,"HRV",0.200864,0.984435,0.247109,
201509,"HRV",0.206456,0.779888,0.271626,
201510,"HRV",0.225419,0.733851,0.435449,
201511,"HRV",0.253962,0.785267,0.492325,
201512,"HRV",0.218972,0.832824,0.566372,
201601,"HRV",0.201194,0.672029,0.576146,
201602,"HRV",0.207185,0.698433,0.443000,
201603,"HRV",0.241050,0.574721,0.467524,
201604,"HRV",0.212156,0.727644,0.331834,
201605,"HRV",0.116400,0.757933,0.295992,
201606,"HRV",0.219667,0.876564,0.235758,
201607,"HRV",0.229045,0.821688,0.177586,
